Reported_Date,Type,State,Age_Group,Gender,Cases,Monetary_Loss
2001-10-24,Government Documents or Benefits Fraud,TX,50-59,Female,74,4888.81
2001-10-25,Credit Card Fraud,PA,30-39,Female,97,1103.69
2001-10-26,Bank Fraud,CA,18-29,Male,98,2551.89
2001-10-26,Credit Card Fraud,CA,18-29,Other,107,1351.6
2001-10-27,Loan or Lease Fraud,TX,18-29,Female,100,42684.12
2001-10-27,Credit Card Fraud,NY,50-59,Male,96,1178.32
2001-10-28,Credit Card Fraud,NC,18-29,Female,91,13241.59
2001-10-28,Loan or Lease Fraud,NC,50-59,Male,65,10023.47
2001-10-29,Credit Card Fraud,CA,40-49,Female,74,3029.35
2001-10-30,Credit Card Fraud,NY,18-29,Male,103,9782.02
2001-10-30,Loan or Lease Fraud,OH,18-29,Male,89,3751.77
2001-10-30,Loan or Lease Fraud,OH,18-29,Other,98,19870.68
2001-10-31,Credit Card Fraud,PA,30-39,Female,103,882.58
2001-10-31,Tax-Related Fraud,FL,50-59,Male,107,2596.66
2001-11-02,Credit Card Fraud,CA,40-49,Female,81,3590.73
2001-11-02,Loan or Lease Fraud,TX,40-49,Female,104,692.0
2001-11-03,Tax-Related Fraud,CA,40-49,Female,124,5912.81
2001-11-05,Bank Fraud,CA,60+,Female,113,2299.26
2001-11-06,Tax-Related Fraud,CA,50-59,Male,108,3662.63
2001-11-06,Credit Card Fraud,OH,50-59,Female,110,1171.14
2001-11-08,Credit Card Fraud,TX,40-49,Female,115,1447.92
2001-11-08,Credit Card Fraud,TX,40-49,Female,106,967.43
2001-11-09,Credit Card Fraud,IL,50-59,Male,87,1215.79
2001-11-09,Credit Card Fraud,CA,30-39,Male,101,5840.3
2001-11-09,Loan or Lease Fraud,FL,50-59,Male,110,329.83
2001-11-10,Phone or Utilities Fraud,CA,18-29,Female,105,3430.92
2001-11-12,Employment Fraud,FL,40-49,Male,90,1537.51
2001-11-12,Government Documents or Benefits Fraud,NY,40-49,Female,97,23325.28
2001-11-13,Credit Card Fraud,TX,40-49,Male,94,4916.28
2001-11-13,Tax-Related Fraud,NC,40-49,Male,101,1122.41
2001-11-13,Phone or Utilities Fraud,NY,30-39,Male,103,
2001-11-13,Credit Card Fraud,FL,18-29,Male,101,949.39
2001-11-14,Tax-Related Fraud,CA,40-49,Male,98,4429.37
2001-11-15,Loan or Lease Fraud,NC,40-49,Male,107,7281.95
2001-11-16,Loan or Lease Fraud,MI,40-49,Female,100,7620.2
2001-11-17,Employment Fraud,CA,50-59,Male,95,1392.3
2001-11-18,Credit Card Fraud,NC,18-29,Male,99,10882.25
2001-11-18,Bank Fraud,NY,50-59,Female,89,1253.58
2001-11-18,Credit Card Fraud,IL,30-39,Male,93,1909.86
2001-11-19,Phone or Utilities Fraud,CA,30-39,Male,92,1665.73
2001-11-23,Phone or Utilities Fraud,CA,18-29,Female,110,10193.91
2001-11-26,Phone or Utilities Fraud,GA,30-39,Female,93,2636.9
2001-11-27,Credit Card Fraud,FL,30-39,Female,104,1686.53
2001-11-27,Credit Card Fraud,TX,30-39,Male,92,6146.62
2001-11-28,Credit Card Fraud,CA,30-39,Female,85,3130.9
2001-11-28,Loan or Lease Fraud,OH,60+,Male,99,4357.15
2001-11-30,Credit Card Fraud,CA,40-49,Female,92,13375.43
2001-11-30,Tax-Related Fraud,MI,40-49,Male,108,5788.75
2001-12-01,Bank Fraud,TX,30-39,Female,117,8299.99
2001-12-02,Government Documents or Benefits Fraud,TX,40-49,Male,105,676.16
2001-12-02,Employment Fraud,GA,40-49,Female,109,5233.56
2001-12-03,Phone or Utilities Fraud,TX,18-29,Male,113,
2001-12-05,Employment Fraud,NC,30-39,Other,109,4497.89
2001-12-06,Phone or Utilities Fraud,FL,50-59,Male,98,11391.68
2001-12-07,Credit Card Fraud,TX,30-39,Male,103,1284.75
2001-12-08,Bank Fraud,FL,30-39,Female,112,7036.91
2001-12-09,Tax-Related Fraud,MI,60+,Other,121,2475.69
2001-12-11,Bank Fraud,TX,30-39,Female,134,7934.84
2001-12-11,Loan or Lease Fraud,TX,18-29,Female,95,5779.1
2001-12-11,Loan or Lease Fraud,OH,30-39,Female,105,6405.8
2001-12-12,Credit Card Fraud,FL,30-39,Male,114,1305.32
2001-12-12,Phone or Utilities Fraud,OH,30-39,Male,120,8991.77
2001-12-15,Phone or Utilities Fraud,CA,50-59,Male,134,3238.23
2001-12-16,Tax-Related Fraud,GA,50-59,Female,107,17862.87
2001-12-18,Loan or Lease Fraud,OH,18-29,Female,98,3800.17
2001-12-18,Government Documents or Benefits Fraud,CA,40-49,Female,109,1213.14
2001-12-19,Tax-Related Fraud,CA,30-39,Female,118,6200.95
2001-12-19,Credit Card Fraud,PA,50-59,Female,117,1841.99
2001-12-21,Credit Card Fraud,IL,40-49,Female,118,1681.56
2001-12-22,Loan or Lease Fraud,NY,40-49,Other,102,860.81
2001-12-22,Credit Card Fraud,OH,30-39,Female,99,1230.38
2001-12-25,Bank Fraud,TX,30-39,Male,118,4865.78
2001-12-26,Employment Fraud,CA,18-29,Female,106,4834.81
2001-12-27,Tax-Related Fraud,IL,30-39,Female,112,1177.2
2001-12-28,Credit Card Fraud,MI,30-39,Female,104,2704.47
2001-12-31,Credit Card Fraud,TX,30-39,Male,108,2399.46
2002-01-01,Loan or Lease Fraud,MI,18-29,Female,154,3287.29
2002-01-04,Tax-Related Fraud,MI,18-29,Female,163,1712.56
2002-01-04,Credit Card Fraud,GA,30-39,Male,156,2022.2
2002-01-05,Credit Card Fraud,IL,50-59,Female,135,601.96
2002-01-06,Loan or Lease Fraud,NC,60+,Male,143,1395.29
2002-01-09,Bank Fraud,MI,40-49,Male,155,5515.75
2002-01-09,Bank Fraud,FL,30-39,Male,152,2333.41
2002-01-10,Bank Fraud,PA,18-29,Female,162,5312.22
2002-01-15,Bank Fraud,GA,30-39,Male,153,9984.3
2002-01-15,Loan or Lease Fraud,NY,60+,Female,152,8756.62
2002-01-15,Employment Fraud,GA,50-59,Male,146,3656.6
2002-01-15,Tax-Related Fraud,CA,18-29,Female,153,2181.31
2002-01-17,Bank Fraud,CA,50-59,Female,142,3882.38
2002-01-18,Bank Fraud,NY,60+,Male,138,
2002-01-18,Phone or Utilities Fraud,OH,50-59,Female,148,1057.62
2002-01-19,Bank Fraud,FL,30-39,Male,154,3603.07
2002-01-22,Government Documents or Benefits Fraud,TX,40-49,Male,133,5204.55
2002-01-22,Phone or Utilities Fraud,NY,30-39,Male,159,983.74
2002-01-23,Government Documents or Benefits Fraud,TX,18-29,Female,143,1142.72
2002-01-31,Phone or Utilities Fraud,CA,30-39,Female,150,4188.34
2002-02-01,Tax-Related Fraud,MI,18-29,Male,170,29703.66
2002-02-02,Credit Card Fraud,MI,30-39,Female,160,2305.95
2002-02-04,Credit Card Fraud,CA,18-29,Female,175,4249.95
2002-02-05,Tax-Related Fraud,FL,60+,Female,154,16313.53
2002-02-05,Loan or Lease Fraud,TX,60+,Male,158,6248.31
2002-02-06,Credit Card Fraud,FL,18-29,Male,159,7112.53
2002-02-07,Government Documents or Benefits Fraud,IL,40-49,Male,164,
2002-02-07,Credit Card Fraud,PA,30-39,Male,131,5799.53
2002-02-07,Bank Fraud,TX,50-59,Male,143,5278.34
2002-02-10,Bank Fraud,IL,30-39,Female,144,2981.49
2002-02-11,Tax-Related Fraud,MI,18-29,Female,148,5293.04
2002-02-12,Bank Fraud,PA,50-59,Male,158,3153.8
2002-02-13,Phone or Utilities Fraud,FL,40-49,Female,173,17260.03
2002-02-14,Phone or Utilities Fraud,OH,40-49,Female,149,868.92
2002-02-14,Phone or Utilities Fraud,MI,30-39,Female,147,1159.39
2002-02-15,Bank Fraud,CA,40-49,Male,162,4154.79
2002-02-17,Bank Fraud,TX,50-59,Male,163,7248.1
2002-02-17,Tax-Related Fraud,CA,40-49,Male,157,1463.31
2002-02-18,Phone or Utilities Fraud,TX,30-39,Female,147,2217.56
2002-02-19,Tax-Related Fraud,TX,30-39,Female,146,3179.37
2002-02-20,Employment Fraud,FL,50-59,Male,160,50822.78
2002-02-20,Bank Fraud,CA,50-59,Male,161,7862.63
2002-02-21,Bank Fraud,PA,50-59,Male,167,854.71
2002-02-21,Loan or Lease Fraud,CA,50-59,Male,147,5775.28
2002-02-24,Loan or Lease Fraud,MI,30-39,Female,148,2489.05
2002-02-25,Credit Card Fraud,CA,60+,Female,163,1783.41
2002-02-25,Government Documents or Benefits Fraud,GA,30-39,Other,156,
2002-02-25,Credit Card Fraud,NY,18-29,Female,147,4115.86
2002-02-26,Credit Card Fraud,CA,40-49,Female,155,739.79
2002-02-27,Credit Card Fraud,TX,18-29,Female,158,6639.39
2002-02-27,Loan or Lease Fraud,MI,40-49,Female,152,4471.81
2002-02-28,Phone or Utilities Fraud,CA,40-49,Female,156,2101.94
2002-03-01,Loan or Lease Fraud,FL,50-59,Female,170,1103.97
2002-03-03,Bank Fraud,NC,50-59,Female,147,1411.73
2002-03-03,Credit Card Fraud,OH,40-49,Female,170,8850.19
2002-03-03,Credit Card Fraud,TX,50-59,Male,152,7341.43
2002-03-03,Credit Card Fraud,PA,30-39,Male,151,4188.45
2002-03-04,Credit Card Fraud,GA,50-59,Female,176,1777.64
2002-03-04,Bank Fraud,FL,60+,Male,173,323.0
2002-03-05,Employment Fraud,TX,50-59,Female,167,1946.09
2002-03-05,Loan or Lease Fraud,OH,40-49,Female,177,2060.63
2002-03-06,Phone or Utilities Fraud,TX,60+,Female,145,3146.5
2002-03-06,Government Documents or Benefits Fraud,NC,60+,Male,147,702.27
2002-03-08,Phone or Utilities Fraud,OH,18-29,Male,156,5580.97
2002-03-08,Government Documents or Benefits Fraud,CA,60+,Male,179,2186.49
2002-03-09,Bank Fraud,OH,50-59,Male,160,1414.38
2002-03-09,Employment Fraud,OH,30-39,Other,165,2942.85
2002-03-11,Bank Fraud,CA,30-39,Male,166,3418.93
2002-03-12,Bank Fraud,IL,30-39,Male,151,669.84
2002-03-14,Employment Fraud,MI,30-39,Male,153,9250.69
2002-03-17,Government Documents or Benefits Fraud,FL,30-39,Female,155,4877.05
2002-03-17,Employment Fraud,TX,40-49,Male,155,15233.39
2002-03-19,Government Documents or Benefits Fraud,NY,50-59,Male,156,2938.12
2002-03-22,Credit Card Fraud,NY,40-49,Male,182,845.72
2002-03-22,Employment Fraud,CA,18-29,Female,158,4371.95
2002-03-24,Bank Fraud,NY,50-59,Male,157,5461.61
2002-03-25,Employment Fraud,PA,30-39,Female,164,1750.71
2002-03-26,Loan or Lease Fraud,FL,30-39,Male,161,2659.77
2002-03-26,Phone or Utilities Fraud,OH,40-49,Male,160,1167.54
2002-03-27,Bank Fraud,OH,60+,Female,195,4182.83
2002-03-28,Bank Fraud,TX,50-59,Female,170,1582.88
2002-03-28,Credit Card Fraud,OH,18-29,Male,154,3303.35
2002-03-28,Loan or Lease Fraud,CA,18-29,Female,158,7387.06
2002-03-29,Employment Fraud,NC,50-59,Female,161,1625.31
2002-03-29,Employment Fraud,TX,40-49,Male,165,4104.8
2002-03-30,Credit Card Fraud,FL,30-39,Male,157,2457.43
2002-03-31,Phone or Utilities Fraud,CA,60+,Female,176,520.11
2002-03-31,Phone or Utilities Fraud,NY,50-59,Female,162,9856.16
2002-03-31,Credit Card Fraud,CA,18-29,Female,154,488.88
2002-04-01,Loan or Lease Fraud,CA,18-29,Female,156,997.95
2002-04-01,Phone or Utilities Fraud,GA,40-49,Male,147,188.51
2002-04-02,Bank Fraud,CA,50-59,Male,172,8632.34
2002-04-03,Credit Card Fraud,CA,50-59,Female,142,999.97
2002-04-03,Bank Fraud,FL,40-49,Female,163,1022.86
2002-04-05,Phone or Utilities Fraud,MI,40-49,Female,170,
2002-04-05,Phone or Utilities Fraud,OH,50-59,Female,151,4286.06
2002-04-07,Employment Fraud,TX,30-39,Male,155,2917.08
2002-04-07,Government Documents or Benefits Fraud,GA,18-29,Female,162,4501.84
2002-04-10,Phone or Utilities Fraud,CA,18-29,Male,165,6850.36
2002-04-10,Phone or Utilities Fraud,TX,50-59,Female,157,2297.65
2002-04-10,Credit Card Fraud,TX,40-49,Female,145,11120.13
2002-04-10,Phone or Utilities Fraud,NY,18-29,Female,149,7059.06
2002-04-11,Credit Card Fraud,CA,40-49,Female,148,4985.36
2002-04-11,Phone or Utilities Fraud,PA,18-29,Female,136,3690.36
2002-04-11,Phone or Utilities Fraud,TX,30-39,Female,150,1006.52
2002-04-13,Bank Fraud,TX,50-59,Female,170,2605.94
2002-04-15,Employment Fraud,MI,30-39,Male,163,1029.52
2002-04-15,Tax-Related Fraud,FL,18-29,Male,161,1711.9
2002-04-17,Tax-Related Fraud,TX,18-29,Female,174,7770.39
2002-04-20,Credit Card Fraud,CA,50-59,Female,167,413.65
2002-04-20,Tax-Related Fraud,TX,18-29,Female,166,3656.86
2002-04-21,Credit Card Fraud,PA,30-39,Male,154,8512.19
2002-04-21,Phone or Utilities Fraud,TX,50-59,Female,173,960.96
2002-04-21,Phone or Utilities Fraud,OH,30-39,Male,156,2387.09
2002-04-23,Employment Fraud,TX,40-49,Male,155,6082.89
2002-04-23,Loan or Lease Fraud,CA,30-39,Male,149,864.22
2002-04-25,Credit Card Fraud,GA,50-59,Male,150,909.43
2002-04-25,Credit Card Fraud,NY,40-49,Male,149,8720.77
2002-04-25,Credit Card Fraud,CA,40-49,Female,158,1328.81
2002-04-26,Phone or Utilities Fraud,PA,40-49,Male,183,2303.18
2002-04-28,Tax-Related Fraud,NC,30-39,Male,158,885.89
2002-04-28,Loan or Lease Fraud,FL,18-29,Female,168,1382.55
2002-04-30,Credit Card Fraud,NC,30-39,Male,166,7794.94
2002-04-30,Phone or Utilities Fraud,NY,30-39,Male,168,2468.53
2002-05-03,Phone or Utilities Fraud,TX,40-49,Female,156,474.98
2002-05-03,Credit Card Fraud,CA,50-59,Male,158,822.28
2002-05-03,Credit Card Fraud,PA,40-49,Male,160,1194.95
2002-05-04,Bank Fraud,TX,30-39,Female,156,1458.09
2002-05-04,Employment Fraud,GA,50-59,Female,138,34173.92
2002-05-05,Government Documents or Benefits Fraud,GA,18-29,Male,145,9997.19
2002-05-06,Credit Card Fraud,NY,18-29,Female,140,4042.71
2002-05-07,Bank Fraud,PA,30-39,Female,133,1005.87
2002-05-07,Bank Fraud,FL,18-29,Male,137,1983.7
2002-05-08,Loan or Lease Fraud,NY,50-59,Female,143,2297.36
2002-05-09,Tax-Related Fraud,NC,30-39,Female,140,19110.26
2002-05-12,Credit Card Fraud,CA,50-59,Male,136,6557.85
2002-05-13,Employment Fraud,TX,18-29,Female,126,1319.22
2002-05-13,Phone or Utilities Fraud,FL,18-29,Female,142,6391.58
2002-05-14,Credit Card Fraud,CA,18-29,Male,144,
2002-05-14,Phone or Utilities Fraud,OH,60+,Male,142,6145.26
2002-05-15,Credit Card Fraud,CA,18-29,Male,160,451.85
2002-05-18,Credit Card Fraud,MI,50-59,Female,148,4974.16
2002-05-19,Government Documents or Benefits Fraud,TX,50-59,Female,166,1827.91
2002-05-22,Government Documents or Benefits Fraud,IL,30-39,Female,153,999.33
2002-05-22,Phone or Utilities Fraud,GA,18-29,Female,147,19535.04
2002-05-23,Phone or Utilities Fraud,PA,50-59,Female,160,653.01
2002-05-24,Credit Card Fraud,TX,40-49,Female,158,4702.01
2002-05-26,Credit Card Fraud,NC,50-59,Female,151,1365.31
2002-05-27,Bank Fraud,IL,30-39,Male,148,1470.95
2002-05-28,Government Documents or Benefits Fraud,MI,50-59,Male,160,
2002-06-01,Phone or Utilities Fraud,OH,40-49,Female,151,5309.2
2002-06-02,Credit Card Fraud,TX,30-39,Male,139,563.46
2002-06-04,Tax-Related Fraud,NC,40-49,Male,163,2777.74
2002-06-06,Tax-Related Fraud,PA,30-39,Female,141,937.61
2002-06-07,Bank Fraud,IL,60+,Female,149,2310.12
2002-06-07,Bank Fraud,CA,50-59,Male,135,634.68
2002-06-07,Phone or Utilities Fraud,FL,18-29,Female,135,1739.21
2002-06-08,Employment Fraud,CA,30-39,Male,124,13928.14
2002-06-08,Employment Fraud,TX,50-59,Male,121,5990.45
2002-06-09,Loan or Lease Fraud,FL,18-29,Male,130,3344.67
2002-06-11,Phone or Utilities Fraud,CA,60+,Female,149,4967.85
2002-06-11,Employment Fraud,TX,40-49,Male,148,1203.57
2002-06-12,Credit Card Fraud,CA,18-29,Male,126,
2002-06-13,Credit Card Fraud,NY,30-39,Male,134,4107.55
2002-06-14,Employment Fraud,CA,50-59,Female,142,
2002-06-15,Phone or Utilities Fraud,NY,30-39,Female,150,3330.53
2002-06-18,Government Documents or Benefits Fraud,NY,60+,Female,133,
2002-06-19,Phone or Utilities Fraud,NY,30-39,Male,128,11201.82
2002-06-21,Loan or Lease Fraud,NY,40-49,Male,144,9844.89
2002-06-22,Bank Fraud,OH,18-29,Male,144,213.68
2002-06-23,Bank Fraud,IL,30-39,Male,152,3469.05
2002-06-23,Credit Card Fraud,TX,40-49,Female,121,
2002-06-24,Credit Card Fraud,TX,30-39,Female,149,1397.64
2002-06-26,Phone or Utilities Fraud,IL,30-39,Male,134,5304.31
2002-07-01,Loan or Lease Fraud,CA,40-49,Male,117,3272.93
2002-07-06,Government Documents or Benefits Fraud,GA,40-49,Female,130,1584.33
2002-07-06,Credit Card Fraud,TX,18-29,Male,142,5129.84
2002-07-06,Government Documents or Benefits Fraud,TX,30-39,Female,126,2226.19
2002-07-07,Credit Card Fraud,TX,50-59,Female,123,3217.57
2002-07-08,Bank Fraud,CA,60+,Female,128,716.99
2002-07-08,Loan or Lease Fraud,CA,30-39,Female,140,4531.18
2002-07-10,Credit Card Fraud,GA,50-59,Female,136,75281.39
2002-07-11,Credit Card Fraud,PA,40-49,Female,127,3115.37
2002-07-11,Bank Fraud,FL,60+,Male,124,644.44
2002-07-12,Government Documents or Benefits Fraud,FL,40-49,Male,125,2192.08
2002-07-14,Loan or Lease Fraud,PA,40-49,Male,112,2562.01
2002-07-16,Employment Fraud,FL,40-49,Male,139,5568.36
2002-07-16,Bank Fraud,OH,60+,Female,118,3221.79
2002-07-17,Bank Fraud,PA,30-39,Female,129,4580.85
2002-07-18,Government Documents or Benefits Fraud,PA,40-49,Male,131,1044.36
2002-07-18,Phone or Utilities Fraud,PA,60+,Male,134,285.6
2002-07-19,Tax-Related Fraud,OH,18-29,Male,141,5974.84
2002-07-20,Phone or Utilities Fraud,CA,18-29,Female,128,17776.51
2002-07-21,Bank Fraud,NY,18-29,Female,106,2293.43
2002-07-23,Bank Fraud,CA,40-49,Male,121,3734.84
2002-07-25,Government Documents or Benefits Fraud,CA,30-39,Female,122,503.02
2002-07-27,Bank Fraud,NY,40-49,Female,126,
2002-07-29,Credit Card Fraud,TX,30-39,Female,123,4098.55
2002-07-30,Phone or Utilities Fraud,OH,50-59,Female,148,4270.5
2002-07-30,Bank Fraud,TX,40-49,Female,119,5197.33
2002-07-31,Employment Fraud,PA,60+,Female,129,1446.32
2002-08-01,Credit Card Fraud,CA,50-59,Female,112,3750.27
2002-08-01,Credit Card Fraud,FL,18-29,Male,114,8037.86
2002-08-01,Employment Fraud,NY,40-49,Male,130,16608.07
2002-08-01,Employment Fraud,PA,60+,Female,117,2194.92
2002-08-02,Employment Fraud,IL,50-59,Female,122,10478.18
2002-08-03,Credit Card Fraud,OH,30-39,Male,128,1633.3
2002-08-04,Credit Card Fraud,TX,30-39,Female,110,1366.97
2002-08-05,Employment Fraud,PA,40-49,Male,110,21915.46
2002-08-07,Bank Fraud,CA,40-49,Female,124,
2002-08-10,Credit Card Fraud,NC,30-39,Female,115,2503.8
2002-08-11,Phone or Utilities Fraud,FL,18-29,Female,125,10814.03
2002-08-11,Government Documents or Benefits Fraud,NY,18-29,Male,123,3407.83
2002-08-12,Bank Fraud,FL,30-39,Female,127,
2002-08-14,Credit Card Fraud,CA,30-39,Female,150,3349.5
2002-08-14,Loan or Lease Fraud,MI,40-49,Male,153,11831.03
2002-08-15,Credit Card Fraud,FL,40-49,Female,126,2094.03
2002-08-16,Bank Fraud,CA,40-49,Male,120,1271.63
2002-08-16,Bank Fraud,GA,30-39,Female,118,1835.11
2002-08-18,Loan or Lease Fraud,FL,50-59,Male,135,12769.48
2002-08-19,Government Documents or Benefits Fraud,NY,18-29,Female,117,17639.38
2002-08-20,Credit Card Fraud,IL,30-39,Male,120,2152.8
2002-08-21,Phone or Utilities Fraud,NC,40-49,Male,111,2281.29
2002-08-21,Bank Fraud,MI,40-49,Female,115,767.41
2002-08-21,Bank Fraud,IL,30-39,Male,128,278.23
2002-08-24,Bank Fraud,NC,18-29,Female,118,1364.66
2002-08-24,Phone or Utilities Fraud,CA,50-59,Female,125,629.52
2002-08-25,Credit Card Fraud,CA,30-39,Female,121,1166.88
2002-08-26,Tax-Related Fraud,TX,40-49,Female,133,2908.05
2002-08-27,Bank Fraud,TX,40-49,Female,122,
2002-08-28,Credit Card Fraud,FL,50-59,Female,125,15731.28
2002-08-30,Bank Fraud,PA,30-39,Male,114,5312.18
2002-08-30,Government Documents or Benefits Fraud,CA,30-39,Male,134,17694.88
2002-08-31,Credit Card Fraud,CA,50-59,Female,130,6891.13
2002-08-31,Credit Card Fraud,CA,40-49,Male,122,7076.84
2002-09-02,Phone or Utilities Fraud,TX,40-49,Male,116,7433.9
2002-09-03,Bank Fraud,TX,50-59,Female,119,768.83
2002-09-03,Bank Fraud,FL,40-49,Male,128,50041.48
2002-09-04,Phone or Utilities Fraud,CA,60+,Female,99,4093.25
2002-09-04,Loan or Lease Fraud,CA,30-39,Male,125,1352.03
2002-09-05,Credit Card Fraud,PA,40-49,Male,130,1119.42
2002-09-05,Credit Card Fraud,NY,18-29,Female,118,557.65
2002-09-06,Credit Card Fraud,FL,40-49,Male,122,1525.3
2002-09-06,Government Documents or Benefits Fraud,NC,40-49,Female,98,4629.62
2002-09-08,Credit Card Fraud,TX,40-49,Female,129,2693.61
2002-09-09,Bank Fraud,TX,50-59,Male,125,28182.42
2002-09-09,Credit Card Fraud,FL,40-49,Female,120,2183.54
2002-09-10,Phone or Utilities Fraud,FL,40-49,Female,106,6912.61
2002-09-10,Credit Card Fraud,GA,60+,Male,122,1758.66
2002-09-10,Bank Fraud,NY,60+,Female,132,
2002-09-12,Tax-Related Fraud,CA,60+,Female,120,1318.82
2002-09-12,Credit Card Fraud,TX,60+,Male,114,1671.25
2002-09-14,Credit Card Fraud,GA,40-49,Male,108,1370.33
2002-09-16,Bank Fraud,IL,50-59,Male,106,4932.3
2002-09-16,Credit Card Fraud,GA,30-39,Male,126,722.36
2002-09-16,Credit Card Fraud,PA,30-39,Male,121,4332.87
2002-09-17,Credit Card Fraud,TX,30-39,Female,129,7013.63
2002-09-19,Credit Card Fraud,OH,30-39,Female,110,3390.43
2002-09-19,Credit Card Fraud,FL,60+,Male,102,1625.08
2002-09-22,Phone or Utilities Fraud,CA,40-49,Male,106,7367.96
2002-09-22,Phone or Utilities Fraud,FL,18-29,Male,117,26027.96
2002-09-22,Credit Card Fraud,NY,30-39,Male,115,1897.53
2002-09-25,Phone or Utilities Fraud,IL,30-39,Female,112,40458.85
2002-09-27,Credit Card Fraud,CA,60+,Female,138,3132.11
2002-09-28,Bank Fraud,GA,40-49,Male,108,14962.17
2002-09-29,Employment Fraud,TX,18-29,Male,127,10380.42
2002-09-29,Credit Card Fraud,FL,40-49,Female,136,5026.35
2002-09-29,Credit Card Fraud,TX,18-29,Female,119,17231.29
2002-09-30,Loan or Lease Fraud,TX,50-59,Male,116,1040.95
2002-09-30,Government Documents or Benefits Fraud,NC,50-59,Male,109,6508.7
2002-09-30,Bank Fraud,TX,40-49,Male,114,
2002-10-01,Bank Fraud,CA,18-29,Male,113,2101.48
2002-10-01,Loan or Lease Fraud,FL,18-29,Male,127,2354.08
2002-10-01,Bank Fraud,TX,40-49,Male,122,3261.62
2002-10-03,Phone or Utilities Fraud,GA,30-39,Male,122,8745.16
2002-10-04,Bank Fraud,NY,40-49,Female,124,7366.37
2002-10-04,Credit Card Fraud,PA,30-39,Female,123,18799.76
2002-10-05,Credit Card Fraud,FL,18-29,Female,135,1387.31
2002-10-06,Credit Card Fraud,PA,30-39,Male,129,926.53
2002-10-08,Credit Card Fraud,OH,50-59,Other,122,2927.43
2002-10-08,Credit Card Fraud,FL,40-49,Male,115,5991.56
2002-10-10,Government Documents or Benefits Fraud,PA,30-39,Male,108,4049.81
2002-10-11,Credit Card Fraud,NY,18-29,Female,111,4144.28
2002-10-11,Phone or Utilities Fraud,TX,30-39,Male,121,
2002-10-12,Credit Card Fraud,OH,40-49,Female,109,7329.87
2002-10-12,Bank Fraud,NY,30-39,Male,120,404.58
2002-10-17,Bank Fraud,CA,40-49,Male,132,6178.19
2002-10-17,Employment Fraud,MI,40-49,Female,130,1959.35
2002-10-18,Government Documents or Benefits Fraud,NY,30-39,Male,128,1699.68
2002-10-19,Employment Fraud,CA,40-49,Female,118,2489.92
2002-10-19,Credit Card Fraud,CA,50-59,Female,116,1717.6
2002-10-21,Loan or Lease Fraud,CA,30-39,Female,128,3816.68
2002-10-22,Phone or Utilities Fraud,CA,18-29,Female,116,555.16
2002-10-22,Employment Fraud,CA,50-59,Female,136,2849.76
2002-10-25,Credit Card Fraud,FL,18-29,Female,120,1496.09
2002-10-26,Employment Fraud,IL,40-49,Female,119,1450.67
2002-10-26,Bank Fraud,NY,18-29,Female,123,3729.96
2002-10-27,Tax-Related Fraud,CA,18-29,Female,111,972.91
2002-11-03,Credit Card Fraud,NC,40-49,Female,139,7123.47
2002-11-04,Bank Fraud,OH,18-29,Female,114,2131.25
2002-11-04,Credit Card Fraud,NY,30-39,Female,125,1996.87
2002-11-04,Credit Card Fraud,TX,60+,Male,131,3509.71
2002-11-05,Bank Fraud,PA,50-59,Female,125,777.56
2002-11-07,Credit Card Fraud,FL,40-49,Male,122,74549.82
2002-11-07,Bank Fraud,IL,40-49,Female,124,1819.59
2002-11-08,Credit Card Fraud,OH,40-49,Other,121,4063.36
2002-11-09,Credit Card Fraud,CA,40-49,Male,139,1798.48
2002-11-10,Bank Fraud,TX,18-29,Male,145,5256.81
2002-11-11,Bank Fraud,NC,50-59,Female,139,1973.54
2002-11-13,Phone or Utilities Fraud,GA,40-49,Male,127,3628.9
2002-11-16,Bank Fraud,CA,40-49,Female,134,3432.68
2002-11-17,Phone or Utilities Fraud,PA,50-59,Male,132,4524.45
2002-11-17,Credit Card Fraud,FL,60+,Female,119,12494.06
2002-11-17,Credit Card Fraud,FL,40-49,Female,130,796.03
2002-11-18,Employment Fraud,TX,40-49,Female,137,9376.02
2002-11-18,Employment Fraud,TX,40-49,Male,128,
2002-11-19,Government Documents or Benefits Fraud,TX,50-59,Female,142,10669.92
2002-11-19,Bank Fraud,NY,50-59,Female,144,2951.74
2002-11-19,Phone or Utilities Fraud,IL,40-49,Male,113,496.53
2002-11-19,Credit Card Fraud,CA,50-59,Female,124,4051.31
2002-11-20,Government Documents or Benefits Fraud,FL,40-49,Male,121,2324.55
2002-11-20,Government Documents or Benefits Fraud,MI,30-39,Male,138,951.12
2002-11-20,Phone or Utilities Fraud,NY,60+,Male,135,16606.57
2002-11-21,Loan or Lease Fraud,NY,30-39,Male,123,
2002-11-23,Tax-Related Fraud,CA,30-39,Female,129,2586.36
2002-11-24,Employment Fraud,CA,18-29,Male,141,1032.92
2002-11-25,Phone or Utilities Fraud,PA,40-49,Male,137,2311.23
2002-11-26,Tax-Related Fraud,GA,40-49,Male,132,3699.12
2002-11-27,Credit Card Fraud,TX,30-39,Male,139,7357.71
2002-11-28,Credit Card Fraud,OH,30-39,Female,138,2492.51
2002-11-30,Bank Fraud,NY,60+,Female,120,4760.67
2002-11-30,Tax-Related Fraud,OH,50-59,Male,125,860.55
