Reported_Date,Type,State,Age_Group,Gender,Cases,Monetary_Loss
2004-08-13,Bank Fraud,GA,30-39,Male,189,3212.0
2004-08-14,Tax-Related Fraud,NY,60+,Female,197,2466.34
2004-08-16,Bank Fraud,CA,18-29,Female,189,3808.58
2004-08-16,Credit Card Fraud,TX,40-49,Female,188,616.8
2004-08-17,Phone or Utilities Fraud,TX,30-39,Male,176,276.93
2004-08-18,Loan or Lease Fraud,PA,40-49,Female,191,1680.94
2004-08-18,Phone or Utilities Fraud,IL,40-49,Male,189,8858.62
2004-08-20,Bank Fraud,CA,50-59,Female,186,6058.1
2004-08-20,Government Documents or Benefits Fraud,NY,18-29,Male,188,1642.02
2004-08-20,Bank Fraud,PA,40-49,Female,193,4599.61
2004-08-21,Bank Fraud,OH,30-39,Female,182,2240.9
2004-08-22,Credit Card Fraud,IL,40-49,Male,176,9578.08
2004-08-22,Phone or Utilities Fraud,CA,60+,Female,171,317.02
2004-08-23,Government Documents or Benefits Fraud,TX,30-39,Male,171,1163.91
2004-08-25,Bank Fraud,IL,40-49,Female,201,1133.19
2004-08-26,Tax-Related Fraud,FL,18-29,Female,175,30064.6
2004-08-27,Loan or Lease Fraud,CA,60+,Female,172,8356.4
2004-08-28,Bank Fraud,FL,18-29,Male,186,421.46
2004-08-29,Tax-Related Fraud,IL,30-39,Female,182,1914.87
2004-08-29,Employment Fraud,CA,50-59,Male,180,2054.22
2004-08-30,Bank Fraud,GA,50-59,Female,187,803.86
2004-08-30,Phone or Utilities Fraud,CA,60+,Male,192,18295.25
2004-09-02,Loan or Lease Fraud,CA,30-39,Female,174,1482.66
2004-09-02,Credit Card Fraud,NC,50-59,Male,180,900.81
2004-09-03,Bank Fraud,PA,30-39,Male,185,21413.43
2004-09-05,Bank Fraud,NY,60+,Female,157,3660.1
2004-09-06,Credit Card Fraud,FL,18-29,Male,184,2358.96
2004-09-08,Loan or Lease Fraud,FL,30-39,Male,181,1301.43
2004-09-10,Credit Card Fraud,GA,40-49,Male,193,956.23
2004-09-10,Credit Card Fraud,TX,40-49,Male,173,6849.4
2004-09-10,Credit Card Fraud,NY,40-49,Female,179,27827.42
2004-09-11,Phone or Utilities Fraud,TX,60+,Female,176,557.97
2004-09-12,Credit Card Fraud,CA,50-59,Male,175,2672.73
2004-09-13,Bank Fraud,NY,50-59,Female,188,
2004-09-14,Tax-Related Fraud,TX,18-29,Male,167,509.51
2004-09-14,Credit Card Fraud,GA,18-29,Female,169,2525.75
2004-09-16,Loan or Lease Fraud,MI,40-49,Female,187,409.11
2004-09-16,Government Documents or Benefits Fraud,TX,18-29,Female,185,
2004-09-19,Phone or Utilities Fraud,CA,30-39,Female,169,9221.82
2004-09-21,Bank Fraud,CA,60+,Male,188,
2004-09-22,Bank Fraud,NY,40-49,Female,184,2288.94
2004-09-23,Phone or Utilities Fraud,NY,50-59,Male,186,3491.7
2004-09-26,Phone or Utilities Fraud,PA,50-59,Male,177,2452.75
2004-09-28,Loan or Lease Fraud,FL,60+,Male,184,24922.38
2004-10-01,Credit Card Fraud,CA,50-59,Male,195,2001.01
2004-10-02,Phone or Utilities Fraud,FL,30-39,Female,178,1798.48
2004-10-02,Government Documents or Benefits Fraud,TX,18-29,Male,187,9182.57
2004-10-03,Credit Card Fraud,CA,30-39,Male,198,3707.72
2004-10-05,Phone or Utilities Fraud,GA,30-39,Male,173,4932.78
2004-10-05,Government Documents or Benefits Fraud,OH,50-59,Female,209,1711.91
2004-10-05,Employment Fraud,FL,50-59,Female,194,871.25
2004-10-07,Credit Card Fraud,NY,30-39,Female,185,875.39
2004-10-07,Employment Fraud,NC,18-29,Female,187,4641.25
2004-10-07,Phone or Utilities Fraud,IL,30-39,Male,169,1184.45
2004-10-07,Credit Card Fraud,PA,30-39,Female,180,521.19
2004-10-08,Loan or Lease Fraud,GA,30-39,Female,193,4730.24
2004-10-10,Government Documents or Benefits Fraud,CA,50-59,Female,190,1581.55
2004-10-11,Employment Fraud,PA,18-29,Male,203,939.43
2004-10-13,Employment Fraud,NY,30-39,Male,199,388.18
2004-10-13,Credit Card Fraud,CA,30-39,Male,154,11198.44
2004-10-13,Bank Fraud,FL,18-29,Female,182,8564.97
2004-10-16,Employment Fraud,CA,18-29,Female,174,143.56
2004-10-17,Bank Fraud,PA,40-49,Male,173,1308.99
2004-10-18,Credit Card Fraud,TX,40-49,Female,184,4135.21
2004-10-18,Bank Fraud,FL,18-29,Female,185,1086.84
2004-10-20,Employment Fraud,CA,40-49,Male,200,1369.59
2004-10-20,Loan or Lease Fraud,TX,40-49,Male,167,8504.84
2004-10-21,Credit Card Fraud,GA,40-49,Female,187,732.12
2004-10-21,Credit Card Fraud,OH,50-59,Male,182,26419.58
2004-10-22,Credit Card Fraud,FL,60+,Female,190,1652.77
2004-10-23,Phone or Utilities Fraud,TX,18-29,Male,185,5266.99
2004-10-24,Credit Card Fraud,FL,40-49,Female,175,4578.9
2004-10-25,Government Documents or Benefits Fraud,CA,50-59,Female,174,11148.56
2004-10-25,Credit Card Fraud,CA,50-59,Female,178,1203.94
2004-10-25,Credit Card Fraud,TX,50-59,Other,183,4002.66
2004-10-26,Tax-Related Fraud,FL,18-29,Female,177,4331.11
2004-10-29,Loan or Lease Fraud,NY,50-59,Female,176,2231.98
2004-10-29,Credit Card Fraud,CA,18-29,Female,198,2627.07
2004-10-29,Credit Card Fraud,CA,40-49,Female,177,563.91
2004-10-30,Phone or Utilities Fraud,PA,40-49,Female,175,6810.99
2004-10-30,Credit Card Fraud,FL,50-59,Male,196,1173.56
2004-10-30,Bank Fraud,NC,30-39,Female,158,3652.49
2004-10-31,Credit Card Fraud,NY,50-59,Female,174,834.76
2004-10-31,Credit Card Fraud,TX,30-39,Female,174,2122.13
2004-11-01,Government Documents or Benefits Fraud,FL,50-59,Female,181,555.07
2004-11-02,Government Documents or Benefits Fraud,GA,40-49,Female,199,1179.42
2004-11-03,Phone or Utilities Fraud,CA,18-29,Male,188,
2004-11-04,Credit Card Fraud,NY,18-29,Female,192,
2004-11-05,Loan or Lease Fraud,FL,60+,Male,194,925.02
2004-11-05,Phone or Utilities Fraud,CA,50-59,Male,184,19216.04
2004-11-06,Loan or Lease Fraud,FL,60+,Male,183,1558.9
2004-11-06,Government Documents or Benefits Fraud,FL,60+,Female,194,1221.9
2004-11-07,Credit Card Fraud,NY,40-49,Male,200,1317.33
2004-11-10,Credit Card Fraud,NY,40-49,Male,186,1930.29
2004-11-10,Employment Fraud,IL,40-49,Female,186,4421.15
2004-11-10,Bank Fraud,MI,50-59,Male,196,5076.19
2004-11-13,Bank Fraud,FL,30-39,Female,196,5907.23
2004-11-14,Loan or Lease Fraud,CA,30-39,Male,171,4706.91
2004-11-15,Credit Card Fraud,FL,30-39,Male,160,1824.3
2004-11-15,Credit Card Fraud,TX,50-59,Male,173,6543.33
2004-11-16,Bank Fraud,CA,40-49,Female,192,1608.84
2004-11-16,Phone or Utilities Fraud,MI,18-29,Female,196,2132.92
2004-11-16,Bank Fraud,MI,40-49,Male,194,628.13
2004-11-17,Employment Fraud,TX,18-29,Male,189,6330.32
2004-11-17,Employment Fraud,CA,18-29,Female,200,
2004-11-18,Bank Fraud,GA,18-29,Male,197,1250.86
2004-11-18,Tax-Related Fraud,GA,30-39,Female,203,6327.91
2004-11-18,Employment Fraud,FL,40-49,Female,207,2535.18
2004-11-19,Credit Card Fraud,NC,18-29,Male,195,2525.65
2004-11-19,Bank Fraud,IL,40-49,Male,206,17141.85
2004-11-19,Bank Fraud,NC,18-29,Female,209,2614.77
2004-11-23,Phone or Utilities Fraud,NY,18-29,Male,186,739.69
2004-11-25,Credit Card Fraud,IL,18-29,Male,210,34541.21
2004-11-26,Phone or Utilities Fraud,MI,50-59,Female,199,733.01
2004-11-26,Bank Fraud,CA,40-49,Female,184,1252.9
2004-11-26,Government Documents or Benefits Fraud,PA,40-49,Female,177,2503.76
2004-11-27,Credit Card Fraud,GA,18-29,Male,185,3198.33
2004-11-28,Credit Card Fraud,FL,40-49,Female,189,2147.0
2004-11-29,Bank Fraud,IL,18-29,Male,181,2485.71
2004-11-30,Phone or Utilities Fraud,OH,30-39,Other,197,1630.18
2004-11-30,Credit Card Fraud,CA,18-29,Male,197,2917.56
2004-11-30,Credit Card Fraud,MI,30-39,Female,196,2066.81
2004-12-02,Phone or Utilities Fraud,TX,40-49,Male,196,1573.25
2004-12-02,Phone or Utilities Fraud,IL,50-59,Male,198,2908.2
2004-12-02,Credit Card Fraud,NC,50-59,Female,186,2143.95
2004-12-02,Credit Card Fraud,TX,40-49,Female,200,1630.94
2004-12-05,Bank Fraud,MI,50-59,Female,204,3863.52
2004-12-06,Employment Fraud,FL,30-39,Female,214,16162.46
2004-12-08,Loan or Lease Fraud,PA,18-29,Female,209,7867.38
2004-12-09,Employment Fraud,IL,18-29,Female,198,6493.1
2004-12-10,Loan or Lease Fraud,PA,18-29,Male,204,1806.04
2004-12-11,Credit Card Fraud,NC,60+,Female,201,3022.7
2004-12-11,Credit Card Fraud,CA,40-49,Other,207,978.4
2004-12-12,Phone or Utilities Fraud,TX,40-49,Female,201,1537.46
2004-12-13,Phone or Utilities Fraud,FL,30-39,Female,213,4594.26
2004-12-13,Tax-Related Fraud,TX,40-49,Female,190,2987.02
2004-12-13,Tax-Related Fraud,IL,40-49,Female,212,2116.61
2004-12-17,Government Documents or Benefits Fraud,CA,40-49,Female,194,1234.62
2004-12-17,Bank Fraud,CA,18-29,Female,206,11528.61
2004-12-18,Loan or Lease Fraud,FL,40-49,Female,209,1929.57
2004-12-18,Bank Fraud,NY,18-29,Male,214,1151.46
2004-12-20,Credit Card Fraud,OH,50-59,Male,182,820.14
2004-12-21,Loan or Lease Fraud,NY,30-39,Male,187,6357.36
2004-12-22,Credit Card Fraud,NY,50-59,Female,210,3762.19
2004-12-24,Tax-Related Fraud,NY,40-49,Male,202,3485.55
2004-12-25,Bank Fraud,TX,30-39,Female,184,1409.32
2004-12-25,Bank Fraud,CA,18-29,Female,190,4606.89
2004-12-26,Phone or Utilities Fraud,TX,30-39,Male,207,1452.27
2004-12-27,Credit Card Fraud,CA,18-29,Female,212,
2004-12-27,Employment Fraud,MI,30-39,Female,189,2353.79
2004-12-28,Employment Fraud,MI,40-49,Male,208,4953.48
2004-12-29,Credit Card Fraud,TX,40-49,Male,194,2260.78
2004-12-30,Credit Card Fraud,IL,60+,Male,189,995.51
2004-12-30,Credit Card Fraud,CA,30-39,Male,206,1899.15
2004-12-30,Loan or Lease Fraud,FL,18-29,Female,193,2928.84
2004-12-30,Loan or Lease Fraud,FL,18-29,Female,186,1747.52
2005-01-01,Loan or Lease Fraud,OH,50-59,Male,247,3488.71
2005-01-01,Credit Card Fraud,OH,50-59,Female,245,2017.15
2005-01-02,Employment Fraud,NC,18-29,Female,239,3941.85
2005-01-04,Credit Card Fraud,FL,50-59,Male,227,3040.35
2005-01-07,Bank Fraud,TX,18-29,Female,246,1359.08
2005-01-07,Government Documents or Benefits Fraud,NY,60+,Female,247,1823.11
2005-01-08,Bank Fraud,TX,30-39,Male,247,15132.84
2005-01-09,Bank Fraud,CA,18-29,Female,231,1702.76
2005-01-10,Loan or Lease Fraud,CA,40-49,Male,250,850.88
2005-01-14,Bank Fraud,IL,18-29,Male,244,7591.98
2005-01-15,Phone or Utilities Fraud,NC,50-59,Female,253,2042.78
2005-01-15,Phone or Utilities Fraud,NC,30-39,Female,229,2967.77
2005-01-18,Government Documents or Benefits Fraud,NY,30-39,Male,230,9527.79
2005-01-20,Phone or Utilities Fraud,CA,40-49,Male,246,1098.77
2005-01-20,Government Documents or Benefits Fraud,IL,30-39,Male,248,11943.05
2005-01-20,Employment Fraud,PA,60+,Male,230,3094.72
2005-01-22,Government Documents or Benefits Fraud,GA,30-39,Female,250,11731.24
2005-01-22,Credit Card Fraud,TX,40-49,Female,242,2202.22
2005-01-22,Phone or Utilities Fraud,CA,60+,Female,233,208.83
2005-01-23,Loan or Lease Fraud,CA,18-29,Female,253,3713.5
2005-01-24,Credit Card Fraud,MI,18-29,Male,254,657.33
2005-01-24,Phone or Utilities Fraud,CA,18-29,Male,235,1075.32
2005-01-26,Tax-Related Fraud,IL,30-39,Female,250,1954.29
2005-01-26,Credit Card Fraud,NY,18-29,Male,241,3683.14
2005-01-26,Phone or Utilities Fraud,CA,30-39,Male,238,3493.42
2005-01-26,Government Documents or Benefits Fraud,GA,18-29,Female,240,3272.89
2005-01-26,Employment Fraud,FL,40-49,Female,234,
2005-01-27,Bank Fraud,NY,40-49,Female,249,2709.76
2005-01-28,Credit Card Fraud,TX,40-49,Female,238,7057.1
2005-01-29,Credit Card Fraud,IL,18-29,Female,241,1490.8
2005-01-31,Phone or Utilities Fraud,MI,30-39,Male,242,3347.72
2005-02-01,Credit Card Fraud,CA,60+,Female,233,2645.68
2005-02-04,Employment Fraud,CA,18-29,Female,239,9182.56
2005-02-05,Government Documents or Benefits Fraud,FL,30-39,Female,234,3138.86
2005-02-06,Credit Card Fraud,CA,30-39,Female,253,1331.37
2005-02-06,Credit Card Fraud,NC,30-39,Male,264,13686.05
2005-02-08,Employment Fraud,MI,30-39,Female,249,1483.83
2005-02-08,Credit Card Fraud,TX,18-29,Female,241,2255.11
2005-02-09,Bank Fraud,PA,40-49,Female,253,1874.34
2005-02-10,Employment Fraud,TX,40-49,Female,233,4651.69
2005-02-10,Credit Card Fraud,CA,40-49,Male,242,2267.13
2005-02-10,Loan or Lease Fraud,CA,40-49,Male,234,2449.93
2005-02-11,Credit Card Fraud,OH,40-49,Male,253,2513.22
2005-02-11,Credit Card Fraud,CA,50-59,Male,244,2436.51
2005-02-11,Credit Card Fraud,OH,50-59,Male,248,2164.34
2005-02-12,Phone or Utilities Fraud,CA,60+,Male,243,30269.94
2005-02-13,Bank Fraud,MI,50-59,Male,254,5758.65
2005-02-14,Credit Card Fraud,CA,30-39,Male,262,2621.96
2005-02-14,Phone or Utilities Fraud,TX,30-39,Male,239,7509.65
2005-02-14,Employment Fraud,CA,18-29,Female,251,2033.02
2005-02-15,Phone or Utilities Fraud,TX,40-49,Male,266,2942.72
2005-02-16,Phone or Utilities Fraud,GA,30-39,Female,270,2725.49
2005-02-17,Credit Card Fraud,CA,30-39,Male,250,3972.19
2005-02-19,Phone or Utilities Fraud,NC,40-49,Female,248,10614.66
2005-02-20,Bank Fraud,PA,50-59,Female,246,1718.08
2005-02-20,Bank Fraud,CA,30-39,Female,243,914.25
2005-02-21,Bank Fraud,MI,40-49,Male,250,2273.94
2005-02-23,Employment Fraud,CA,40-49,Male,249,18210.93
2005-02-24,Credit Card Fraud,TX,30-39,Female,247,1631.0
2005-02-24,Bank Fraud,NY,40-49,Male,247,3934.0
2005-02-25,Loan or Lease Fraud,OH,60+,Male,257,1293.26
2005-02-28,Employment Fraud,CA,40-49,Male,243,4167.33
2005-03-02,Employment Fraud,OH,60+,Male,251,417.22
2005-03-04,Government Documents or Benefits Fraud,NY,50-59,Female,259,613.99
2005-03-05,Employment Fraud,IL,60+,Male,251,1750.86
2005-03-06,Credit Card Fraud,CA,40-49,Female,244,24112.52
2005-03-06,Credit Card Fraud,FL,50-59,Male,255,1576.07
2005-03-08,Bank Fraud,MI,40-49,Male,270,18879.66
2005-03-09,Credit Card Fraud,OH,50-59,Female,245,6258.67
2005-03-09,Bank Fraud,FL,30-39,Male,244,6348.41
2005-03-12,Government Documents or Benefits Fraud,FL,18-29,Female,256,1220.91
2005-03-12,Government Documents or Benefits Fraud,NC,50-59,Female,223,3007.6
2005-03-14,Credit Card Fraud,TX,50-59,Female,233,1103.21
2005-03-15,Credit Card Fraud,PA,18-29,Male,250,7388.11
2005-03-16,Phone or Utilities Fraud,FL,30-39,Male,247,2201.87
2005-03-16,Credit Card Fraud,MI,50-59,Male,236,3219.5
2005-03-17,Credit Card Fraud,TX,50-59,Male,260,1010.22
2005-03-18,Employment Fraud,FL,30-39,Female,258,2225.58
2005-03-19,Bank Fraud,CA,30-39,Female,256,4090.34
2005-03-19,Phone or Utilities Fraud,FL,18-29,Male,255,918.91
2005-03-19,Loan or Lease Fraud,NY,60+,Male,247,1156.25
2005-03-20,Bank Fraud,CA,30-39,Male,242,10209.61
2005-03-20,Tax-Related Fraud,FL,30-39,Female,247,2334.11
2005-03-20,Bank Fraud,PA,18-29,Female,276,740.86
2005-03-20,Credit Card Fraud,IL,40-49,Male,259,2390.58
2005-03-21,Loan or Lease Fraud,PA,18-29,Female,249,733.5
2005-03-21,Bank Fraud,CA,18-29,Female,259,3204.41
2005-03-22,Bank Fraud,NY,30-39,Female,270,782.46
2005-03-22,Government Documents or Benefits Fraud,CA,18-29,Female,252,1327.5
2005-03-23,Bank Fraud,NC,18-29,Male,247,1253.55
2005-03-23,Loan or Lease Fraud,FL,30-39,Male,244,2330.01
2005-03-23,Credit Card Fraud,TX,30-39,Female,235,8191.42
2005-03-26,Government Documents or Benefits Fraud,PA,30-39,Male,245,3767.95
2005-03-29,Phone or Utilities Fraud,CA,30-39,Female,233,3055.47
2005-04-01,Credit Card Fraud,PA,30-39,Female,231,3387.26
2005-04-01,Phone or Utilities Fraud,FL,18-29,Male,241,6849.81
2005-04-02,Employment Fraud,NY,60+,Female,241,2640.14
2005-04-02,Government Documents or Benefits Fraud,IL,18-29,Female,236,708.34
2005-04-03,Credit Card Fraud,NY,40-49,Female,252,12211.89
2005-04-03,Credit Card Fraud,CA,40-49,Female,264,971.76
2005-04-05,Government Documents or Benefits Fraud,NY,18-29,Male,241,2896.65
2005-04-06,Bank Fraud,GA,18-29,Female,252,1471.84
2005-04-07,Credit Card Fraud,PA,30-39,Male,254,1968.42
2005-04-07,Credit Card Fraud,TX,18-29,Male,241,3622.46
2005-04-09,Bank Fraud,GA,18-29,Female,253,1055.4
2005-04-11,Credit Card Fraud,FL,60+,Male,266,3878.95
2005-04-11,Bank Fraud,NY,40-49,Female,243,3820.96
2005-04-12,Credit Card Fraud,CA,40-49,Male,245,4216.83
2005-04-13,Bank Fraud,IL,40-49,Female,254,508.59
2005-04-14,Loan or Lease Fraud,CA,40-49,Male,248,8523.24
2005-04-15,Government Documents or Benefits Fraud,TX,50-59,Male,243,455.38
2005-04-15,Bank Fraud,GA,40-49,Male,243,1812.86
2005-04-16,Phone or Utilities Fraud,OH,18-29,Female,232,7796.92
2005-04-18,Loan or Lease Fraud,TX,30-39,Female,228,
2005-04-18,Government Documents or Benefits Fraud,PA,18-29,Male,249,4711.64
2005-04-23,Bank Fraud,PA,40-49,Male,252,13222.64
2005-04-23,Phone or Utilities Fraud,CA,30-39,Male,220,4106.7
2005-04-23,Credit Card Fraud,CA,40-49,Female,237,647.67
2005-04-23,Employment Fraud,TX,60+,Male,243,2365.68
2005-04-24,Employment Fraud,TX,60+,Female,252,2294.99
2005-04-24,Credit Card Fraud,GA,50-59,Male,249,910.82
2005-04-25,Bank Fraud,TX,40-49,Male,251,69594.1
2005-04-26,Bank Fraud,TX,40-49,Male,250,7911.27
2005-04-26,Phone or Utilities Fraud,IL,30-39,Male,255,5492.11
2005-04-27,Bank Fraud,CA,50-59,Female,246,14590.3
2005-04-28,Credit Card Fraud,GA,60+,Female,239,691.1
2005-04-28,Bank Fraud,IL,50-59,Female,238,1025.48
2005-04-28,Bank Fraud,TX,60+,Male,242,1334.38
2005-04-30,Bank Fraud,CA,18-29,Male,249,336.07
2005-05-01,Government Documents or Benefits Fraud,IL,30-39,Male,235,2620.91
2005-05-01,Credit Card Fraud,FL,50-59,Female,238,1728.02
2005-05-02,Employment Fraud,IL,40-49,Male,239,5947.9
2005-05-02,Phone or Utilities Fraud,FL,30-39,Male,257,1010.38
2005-05-05,Government Documents or Benefits Fraud,TX,50-59,Female,258,2842.77
2005-05-05,Loan or Lease Fraud,MI,40-49,Male,248,701.84
2005-05-06,Tax-Related Fraud,OH,60+,Female,236,2370.24
2005-05-07,Employment Fraud,NC,30-39,Male,218,
2005-05-10,Loan or Lease Fraud,IL,18-29,Female,249,6536.6
2005-05-11,Loan or Lease Fraud,PA,40-49,Female,261,1581.63
2005-05-12,Credit Card Fraud,FL,18-29,Female,247,2776.27
2005-05-12,Credit Card Fraud,CA,60+,Male,245,7437.99
2005-05-13,Tax-Related Fraud,CA,50-59,Male,242,2339.52
2005-05-13,Tax-Related Fraud,PA,30-39,Male,222,7278.16
2005-05-13,Phone or Utilities Fraud,TX,40-49,Female,244,3621.39
2005-05-14,Credit Card Fraud,CA,50-59,Female,234,2753.67
2005-05-15,Employment Fraud,NY,18-29,Female,234,
2005-05-15,Credit Card Fraud,CA,40-49,Male,242,2205.64
2005-05-16,Bank Fraud,CA,18-29,Female,245,11144.48
2005-05-16,Credit Card Fraud,PA,40-49,Male,252,13914.64
2005-05-16,Bank Fraud,CA,18-29,Male,236,761.03
2005-05-17,Credit Card Fraud,MI,18-29,Male,231,4809.02
2005-05-17,Phone or Utilities Fraud,CA,30-39,Female,244,7298.2
2005-05-18,Credit Card Fraud,FL,50-59,Female,243,4058.68
2005-05-20,Loan or Lease Fraud,FL,40-49,Female,238,3378.32
2005-05-22,Employment Fraud,CA,30-39,Male,232,6017.36
2005-05-24,Bank Fraud,OH,18-29,Female,247,1665.87
2005-05-25,Loan or Lease Fraud,CA,50-59,Female,242,1573.28
2005-05-26,Phone or Utilities Fraud,FL,40-49,Female,246,16629.91
2005-05-27,Bank Fraud,OH,40-49,Female,245,13344.09
2005-05-27,Credit Card Fraud,CA,60+,Female,253,
2005-05-28,Government Documents or Benefits Fraud,NY,40-49,Male,219,6236.97
2005-05-30,Credit Card Fraud,TX,30-39,Female,252,5334.02
2005-05-30,Credit Card Fraud,NY,40-49,Male,243,2938.01
2005-06-04,Credit Card Fraud,FL,50-59,Female,235,1163.81
2005-06-04,Credit Card Fraud,OH,40-49,Male,234,2677.44
2005-06-04,Phone or Utilities Fraud,CA,18-29,Male,240,12976.55
2005-06-06,Bank Fraud,IL,40-49,Male,236,836.48
2005-06-08,Credit Card Fraud,OH,60+,Male,238,968.0
2005-06-09,Employment Fraud,CA,40-49,Female,223,86.06
2005-06-09,Phone or Utilities Fraud,CA,40-49,Female,224,2625.33
2005-06-10,Loan or Lease Fraud,GA,60+,Female,218,2954.9
2005-06-10,Bank Fraud,TX,30-39,Female,223,1130.17
2005-06-11,Credit Card Fraud,NY,50-59,Female,226,6350.38
2005-06-11,Loan or Lease Fraud,CA,40-49,Female,225,1437.12
2005-06-13,Bank Fraud,NY,40-49,Male,222,5997.91
2005-06-14,Bank Fraud,PA,40-49,Female,244,388.56
2005-06-15,Phone or Utilities Fraud,CA,18-29,Female,230,949.32
2005-06-15,Bank Fraud,PA,40-49,Female,225,
2005-06-18,Phone or Utilities Fraud,TX,50-59,Male,223,1680.65
2005-06-19,Credit Card Fraud,GA,30-39,Female,222,7076.94
2005-06-19,Government Documents or Benefits Fraud,CA,50-59,Male,197,401.67
2005-06-20,Employment Fraud,OH,50-59,Female,239,1796.01
2005-06-20,Bank Fraud,TX,50-59,Female,236,1545.29
2005-06-22,Bank Fraud,NY,40-49,Female,224,2658.65
2005-06-22,Bank Fraud,MI,30-39,Male,218,
2005-06-23,Government Documents or Benefits Fraud,NY,30-39,Female,233,1466.35
2005-06-24,Bank Fraud,CA,30-39,Male,223,2950.55
2005-06-24,Credit Card Fraud,GA,18-29,Male,218,4381.62
2005-06-25,Phone or Utilities Fraud,CA,18-29,Male,216,2809.7
2005-06-25,Credit Card Fraud,MI,18-29,Female,237,4016.32
2005-06-25,Credit Card Fraud,FL,18-29,Male,234,9902.59
2005-06-28,Credit Card Fraud,NC,60+,Female,227,868.65
2005-06-28,Employment Fraud,OH,18-29,Female,221,4263.77
2005-07-01,Bank Fraud,PA,60+,Female,221,1773.76
2005-07-01,Tax-Related Fraud,NY,40-49,Male,226,551.98
2005-07-02,Loan or Lease Fraud,CA,30-39,Male,230,362.24
2005-07-02,Phone or Utilities Fraud,NC,40-49,Male,226,1221.81
2005-07-03,Bank Fraud,TX,50-59,Female,215,1593.58
2005-07-03,Employment Fraud,FL,40-49,Female,223,2328.23
2005-07-04,Credit Card Fraud,TX,60+,Female,230,1208.39
2005-07-05,Bank Fraud,OH,30-39,Female,223,651.02
2005-07-06,Loan or Lease Fraud,CA,18-29,Other,206,720.96
2005-07-06,Loan or Lease Fraud,TX,30-39,Female,213,8834.73
2005-07-08,Credit Card Fraud,TX,40-49,Female,228,4010.03
2005-07-08,Government Documents or Benefits Fraud,CA,50-59,Female,217,3166.78
2005-07-08,Credit Card Fraud,NY,50-59,Female,225,9678.56
2005-07-10,Credit Card Fraud,PA,40-49,Male,220,3067.23
2005-07-10,Government Documents or Benefits Fraud,PA,50-59,Female,225,934.26
2005-07-11,Bank Fraud,FL,50-59,Male,217,1093.67
2005-07-13,Phone or Utilities Fraud,IL,18-29,Female,225,8071.42
2005-07-14,Employment Fraud,IL,18-29,Male,235,3480.61
2005-07-14,Bank Fraud,CA,40-49,Male,231,1272.81
2005-07-18,Government Documents or Benefits Fraud,MI,40-49,Male,211,12418.6
2005-07-19,Phone or Utilities Fraud,CA,30-39,Male,236,
2005-07-20,Phone or Utilities Fraud,TX,60+,Female,239,1802.34
2005-07-20,Tax-Related Fraud,FL,60+,Male,212,14667.95
2005-07-20,Employment Fraud,CA,50-59,Male,222,2861.02
2005-07-21,Loan or Lease Fraud,CA,40-49,Male,230,2871.27
2005-07-21,Employment Fraud,GA,30-39,Male,214,2473.35
2005-07-22,Credit Card Fraud,CA,40-49,Male,223,10576.85
2005-07-25,Credit Card Fraud,IL,18-29,Female,230,
2005-07-25,Credit Card Fraud,CA,60+,Male,197,2247.87
2005-07-26,Phone or Utilities Fraud,IL,40-49,Male,220,2923.0
2005-07-26,Loan or Lease Fraud,FL,40-49,Female,226,761.64
2005-07-28,Government Documents or Benefits Fraud,CA,50-59,Male,220,
2005-07-28,Bank Fraud,PA,50-59,Female,211,2223.08
2005-07-29,Bank Fraud,FL,30-39,Male,227,2962.79
2005-07-30,Credit Card Fraud,FL,50-59,Male,201,313.77
2005-07-30,Phone or Utilities Fraud,NC,30-39,Male,231,898.68
2005-08-01,Bank Fraud,TX,60+,Female,224,964.01
2005-08-03,Bank Fraud,TX,18-29,Female,231,10233.24
2005-08-03,Government Documents or Benefits Fraud,IL,18-29,Male,223,1511.99
2005-08-05,Credit Card Fraud,MI,50-59,Female,209,2076.07
2005-08-07,Credit Card Fraud,CA,30-39,Female,224,3456.93
2005-08-08,Credit Card Fraud,PA,50-59,Male,218,1237.69
2005-08-10,Credit Card Fraud,MI,18-29,Female,213,1374.88
2005-08-10,Phone or Utilities Fraud,CA,40-49,Male,216,2004.08
2005-08-11,Bank Fraud,GA,30-39,Male,205,15408.89
2005-08-12,Employment Fraud,PA,18-29,Male,215,3795.08
2005-08-13,Credit Card Fraud,CA,40-49,Male,222,
2005-08-14,Credit Card Fraud,NC,18-29,Male,220,3955.31
2005-08-14,Credit Card Fraud,NY,40-49,Male,210,4401.2
2005-08-16,Loan or Lease Fraud,CA,18-29,Male,231,223.21
2005-08-16,Credit Card Fraud,CA,30-39,Male,201,9684.9
2005-08-17,Credit Card Fraud,GA,18-29,Male,213,5949.18
2005-08-19,Credit Card Fraud,TX,40-49,Female,221,
2005-08-19,Phone or Utilities Fraud,OH,60+,Male,220,2461.47
2005-08-19,Credit Card Fraud,MI,40-49,Male,217,3825.19
2005-08-19,Loan or Lease Fraud,IL,40-49,Male,211,
2005-08-23,Credit Card Fraud,TX,18-29,Female,206,5685.96
2005-08-23,Credit Card Fraud,NC,18-29,Male,208,2106.05
2005-08-26,Credit Card Fraud,CA,30-39,Male,225,10986.16
2005-08-27,Phone or Utilities Fraud,CA,40-49,Male,214,2173.92
